Branch_ID,Type,From,To,FVSI,Lmn,LQP,Lp,NLSI,NVSI,VQI,PTSI,VSI_2,L_simple,VSLI,VCPI_P,VCPI_Q,Lsr,SI,VCPI_1,VSMI,VSLBI,VSI_1,L_index,VCPI_bus
0,LINE,1,2,-0.5676675505202774,-0.8076898369567385,-0.13400362303151359,0.9992209347045042,-0.1433350869059704,0.48313098738749166,-0.5676675505202774,0.5677551209244686,-1.3791258608206112,0.06312210751157053,0.25653109171418165,0.5677551209244686,0.5677551209244687,0.5677551209244686,1.2197540692396944,0.45699060858784224,0.6088145976372925,3.0231387534046954,-0.10025025522019115,0.0,45.01345947801059
1,LINE,1,3,-0.3009678018699871,-0.48494273384626135,0.36159882337734794,0.9167663286622824,0.10741874386354598,0.6330712463880438,-0.30096780186998706,0.8019388503013949,-0.5363772604233262,0.4335758795397723,0.6575178339691822,0.8019388503013949,0.801938850301395,0.8019388503013949,0.9657054501215467,0.3101664721372326,0.41210453322248924,2.050198253655762,-0.4159867477430419,0.05503175669672227,3.8511174228517144
2,LINE,2,4,0.07512764150378302,0.09220935583286365,0.2568627481245248,0.9948242344798393,0.33091076447049195,0.4164143620159168,0.07512764150378302,0.5888547982338137,0.11454221865804766,0.410185720607782,0.4755436827819001,0.5888547982338138,0.5888547982338137,0.5888547982338138,0.9208441183519589,0.37766694329441663,0.6184865385828723,3.6943412930658392,0.19827797835810812,0.06509605619773402,11.019308005513494
3,LINE,2,5,-0.785368957733471,-1.3523369948166961,0.15939117375719786,0.8899286357374168,-0.3424456641259616,0.6709773546605955,-0.785368957733471,0.7748212711562327,-1.7629849629078473,0.12255377354761503,0.5131532964018412,0.7748212711562328,0.7748212711562328,0.7748212711562328,1.1040449825356762,0.36387350125509055,0.42716365061380535,1.9767480077472803,-0.6839278553681893,0.0,118.68565328372905
4,LINE,2,6,-0.23597993283123114,-0.3366875054264626,0.1717144663822288,0.9956825762304651,0.15332531114644296,0.5112712107724309,-0.23597993283123123,0.6722754442074718,-0.4376845691561936,0.343493161562022,0.4949543495649421,0.6722754442074718,0.6722754442074718,0.6722754442074718,0.9654723936475726,0.3706121307310809,0.5377231485082923,2.7467597119599696,-0.11116781763974104,0.05807402894569706,1.0000184276094441
5,LINE,3,4,-0.14881297120916512,-0.16317793268838396,-0.09040595638411589,0.7386908488057385,0.005191119109190263,0.19580933026265185,-0.1488129712091651,0.22370000022070755,-0.2658326914252588,0.02938804792176458,0.05358904455753304,0.22370000022070746,0.22370000022070752,0.22370000022070752,0.7333036892028978,0.45182620839806786,0.8567767665559822,8.90853828485033,0.6040440168998851,0.06509605619773402,11.019308005513494
6,LINE,4,6,-0.25147052812903764,-0.2715437432694197,-0.19283851189668202,0.7621453934681626,-0.12207511852950652,0.20081402329975737,-0.2514705281290377,0.17217444211205504,-0.44433641085263453,-0.0978904718766577,-0.07202177525106693,0.1721744421120551,0.1721744421120551,0.17217444211205507,0.7573966833267082,0.47731691684826677,0.8799494222445852,8.983969881886328,0.6166007180709062,0.05807402894569706,1.0000184276094441
7,LINE,7,5,-0.4252353190737427,-0.45225781712826757,-0.3604549855425466,0.3241709611627239,-0.30666501681967495,0.16817414064595249,-0.42523531907374273,0.060820735992102866,-1.0114181901448316,-0.30060165167026676,-0.2885629888788678,0.060820735992102866,0.06082073599210289,0.06082073599210289,0.9066704168251783,0.5356378977809768,0.9406270100866233,10.585785498098629,0.8467104527933704,0.0,118.68565328372905
8,LINE,6,7,-0.14347095166563525,-0.15466091461722578,-0.09704355986178048,0.7068765946557845,-0.015716724969780084,0.17531621747472284,-0.14347095166563525,0.1884758701461432,-0.24897827752571658,0.0013317556349697747,0.020595317923891205,0.18847587014614312,0.18847587014614314,0.18847587014614314,0.7928609193273881,0.46713695349558804,0.8777411709682668,10.157809078541172,0.6498836494753794,0.07418701653194519,49.905117615780036
9,LINE,6,8,-0.3798558930094058,-0.3947783129108315,-0.3441981757259411,0.4086280801017944,-0.30606746542380425,0.1637727059235519,-0.3798558930094058,0.04720066802196736,-0.726284154397906,-0.2989761833480069,-0.29008746096383886,0.04720066802196735,0.047200668021967374,0.047200668021967374,0.9088357596468424,0.5361332142286642,0.9504786257004885,11.413176493741425,0.8420797959434451,0.0,109.74852412382677
10,LINE,6,28,0.018680142181389168,0.019077868813670885,0.02247427748591215,0.4316076178140116,0.05746065658676981,0.0723168618118255,0.018680142181389168,0.10322027275024521,0.02816864287398842,0.05861161130788672,0.06094891833281647,0.1032202727502452,0.1032202727502452,0.1032202727502452,0.7703376232015889,0.4574122010261227,0.940452370040407,26.08313892935236,0.8576654078509641,0.08366680459921289,1.0000001013321087
11,LINE,8,28,0.33365899979134045,0.3285339820948869,0.30302797783885,-0.005035797196109396,0.30262560488073287,0.1785634767476544,0.33365899979134045,0.3102985932174097,0.44132591227016377,0.2917225317140611,0.29272631399290205,0.3102985932174145,0.31029859321740977,0.31029859321740977,0.8764415110916968,0.42470280405709604,1.1631963452183276,11.109399674100024,0.6969832645629916,0.08366680459921289,1.0000001013321087
12,LINE,9,10,0.2670877141169944,0.2706627842808026,0.3118906702076334,0.0,0.2670877141169944,0.2888474943922963,0.2670877141169944,0.38381754294796355,0.2670877141169944,0.2914951752328216,0.3118906702076335,0.3838175429479636,0.3838175429479636,0.38381754294796355,0.6314000562633775,0.38528066791421595,0.771451935212378,6.7765002653542155,0.5766658242445386,0.33672533722058406,1.3009597437765845
13,LINE,9,11,-0.7677991898020425,-0.7677991898020424,-0.7677991898020425,0.0,-0.7677991898020424,0.27740422521655433,-0.7677991898020428,0.0,-0.7677991898020425,-0.767799189802043,-0.767799189802043,1.8135812897759198e-33,2.878785865063654e-33,2.878785865063654e-33,1.0102096268119274,0.6175398105646637,1.0,7.068217127908138,0.9999999999999999,0.0,0.0
14,LINE,10,17,0.0403297245261869,0.040812265790838555,0.036522354399510515,0.20255332066928677,0.0632107538640022,0.041309619668251134,0.04032972452618689,0.07506978831823066,0.06552619280620746,0.06366322695044445,0.06410100907013937,0.07506978831823065,0.07506978831823066,0.07506978831823066,0.5182374033321394,0.41376934449430475,0.9599156299885194,44.537894039688176,0.9268440762141998,0.3540309705895137,0.0
15,LINE,10,20,0.11184413987662288,0.11928194974809003,0.11577737346912637,0.5911251140262884,0.22261464555376453,0.15926991997950637,0.11184413987662291,0.277691229584914,0.18024630265590266,0.2307715210943358,0.23790892989471052,0.277691229584914,0.27769122958491393,0.277691229584914,0.47161766954647755,0.37337673888457973,0.8426352437987431,10.587988867849152,0.7109387075537152,0.4376391732592397,155784270636505.62
16,LINE,10,21,0.14809733857506166,0.15304818729170977,0.13091345717318517,0.4199611639407538,0.20753835136024956,0.11772066071228315,0.14809733857506163,0.2256702486326565,0.23471568533972886,0.20970512496017146,0.2116301811258947,0.22567024863265647,0.2256702486326565,0.22567024863265647,0.47763092499954374,0.3797596485163168,0.8773763973435869,14.635906811417243,0.8154729106603505,0.41798562813361456,1547742029492478.8
17,LINE,10,22,0.14389863976834014,0.14876448025762093,0.12525275692831817,0.40441481870231255,0.20421616563035694,0.11422290648601233,0.14389863976834014,0.22166119930693168,0.230816092802405,0.2062616954770249,0.2080830527170561,0.22166119930693168,0.22166119930693165,0.2216611993069317,0.478609762286983,0.380613019862681,0.8797410949761955,14.953931148762454,0.819131614807661,0.41599387309146724,91660180.31947313
18,LINE,13,12,0.4865996975599023,0.48659969755990223,0.48659969755990234,0.0,0.48659969755990223,0.3215274219090243,0.48659969755990234,0.48659969755990223,0.4865996975599023,0.48659969755990207,0.48659969755990207,0.47159296026122266,0.48659969755990234,0.48659969755990234,0.9691598482352863,0.3836962328167922,0.7777777777777778,6.05516088218971,0.5134003024400977,0.19753818750397664,376280411885904.44
19,LINE,12,14,0.11904630000239459,0.1266211056300447,0.11638560473278182,0.5483208462676112,0.22635359754723475,0.15046620513770587,0.11904630000239462,0.2720763347292519,0.19401171602957898,0.2329913810482844,0.2387936722935062,0.2720763347292519,0.27207633472925186,0.2720763347292519,0.6279737862708911,0.40098620781661903,0.8470736704794045,11.07174153412485,0.730424557427499,0.30391876764965353,374687635836963.44
20,LINE,12,15,0.18853863878343402,0.2019597774224044,0.17599749040345766,0.6017145914316746,0.3049974596326117,0.18393482640591863,0.18853863878343405,0.34331766592575796,0.295730771156836,0.31219621100194755,0.31815346341496825,0.343317665925758,0.3433176659257581,0.343317665925758,0.5972573646140268,0.3795085455776617,0.8054133028763135,8.768738038420734,0.6944990792071117,0.33634177065872245,0.0
