Branch_ID,Type,From,To,FVSI,Lmn,LQP,Lp,NLSI,NVSI,VQI,PTSI,VSI_2,L_simple,VSLI,VCPI_P,VCPI_Q,Lsr,SI,VCPI_1,VSMI,VSLBI,VSI_1,L_index,VCPI_bus
0,LINE,1,2,0.2879852651290936,0.3482184640933454,0.40986098418172584,0.9461622995171555,0.5012543044584455,0.4423600773496053,0.2879852651290936,0.6565793953232097,0.393013079005082,0.06312210751157132,0.14355231590177686,0.6565793953232099,0.6565793953232096,0.6565793953232097,0.9028422947638176,0.4904856312504893,0.5401855413985472,4.7596570845676105,0.2747879441275465,0.0,21.407313849789865
1,LINE,1,3,0.15357742952666628,0.1969444945468765,0.43458001390651724,0.9956613637562781,0.41620061881402143,0.5433754831112234,0.15357742952666625,0.7312017660653033,0.21495739276440728,0.2697677170756283,0.3915343182704628,0.7312017660653033,0.7312017660653034,0.7312017660653033,0.9254112985090788,0.41342231434433596,0.5103617507302937,3.2828203842441326,0.0010537085160310378,0.024707348009646583,2.405166190973034
2,LINE,2,4,0.043282356155425965,0.048783825661182716,0.12287853037493099,0.907425103224583,0.2196744259120219,0.2813668748601785,0.04328235615542597,0.4001805869258192,0.06720377482146056,0.24975371223368883,0.2834543590310983,0.4001805869258191,0.4001805869258192,0.40018058692581915,1.0255043940933934,0.4414446338393916,0.7542399427076948,6.003652496991295,0.4496459522262004,0.028602208788489646,1.250580927003609
3,LINE,2,5,0.37298050907708397,0.49443780697560197,0.7536904701823728,0.973894386943313,0.6316072969403443,0.7423365852743035,0.372980509077084,0.9442030388110257,0.4631847635660005,0.12255377354761507,0.308128377475329,0.9442030388110261,0.944203038811026,0.944203038811026,0.7115450612627545,0.4337775503330713,0.36664942505280695,2.9752241629516942,-0.1705792434083513,0.0,78.47327298469703
4,LINE,2,6,0.12044599353588413,0.14642735176385213,0.27595658882476887,0.9741953382903902,0.3600061640307067,0.4073436343111716,0.12044599353588417,0.5855974869971278,0.17922139218608935,0.21927040044267335,0.293666036777429,0.5855974869971275,0.5855974869971277,0.5855974869971277,0.9306858343540131,0.43828777519961426,0.6139108020874763,4.365583080746157,0.23726835063518192,0.022609502126262303,0.9999999999996035
5,LINE,3,4,0.06504234413847096,0.06862265834278752,0.07478792747648477,0.5697740817045329,0.14615564019991584,0.13370697824054217,0.06504234413847096,0.21055585802773308,0.10135245195772591,0.039076674308411406,0.0483211411043461,0.21055585802773302,0.21055585802773305,0.21055585802773305,0.8617127114913232,0.47943134278110766,0.8632039985745046,14.255715524570302,0.746903880033394,0.028602208788489646,1.250580927003609
6,LINE,4,6,0.12679243350921954,0.1326258117387487,0.13276573966037436,0.6021598319769462,0.18753463891456296,0.14421502303330402,0.12679243350921954,0.23503485711888641,0.18187485616042195,-0.037690279977352255,-0.027893555479317413,0.23503485711888641,0.23503485711888644,0.23503485711888644,0.8065729641843287,0.49334306833034186,0.836400294296305,14.408590509286777,0.7550145654779264,0.022609502126262303,0.9999999999996035
7,LINE,7,5,0.22658258883964633,0.2363393438873401,0.2000719239991321,0.2904528383735761,0.2456229484279423,0.12894714560983725,0.22658258883964633,0.2479474559676948,0.33053940607111076,-0.14511212412205074,-0.13968556120347153,0.24794745596769482,0.24794745596769482,0.2479474559676948,0.7792010980158584,0.5208620985526957,0.48687521347435336,16.86405080689647,0.8042065684930464,0.0,78.47327298469703
8,LINE,6,7,0.06625921397660683,0.06954699049717541,0.07550958607474988,0.5745394001802383,0.139539521844757,0.12978389448207406,0.06625921397660685,0.20217190731105994,0.10131949181718383,0.026265443275938608,0.03496318243183484,0.20217190731105994,0.2021719073110599,0.2021719073110599,0.8626826332534915,0.48248344256795805,0.8686852117896308,14.873655678820837,0.7554378421416938,0.03863176715534209,33.26905163951962
9,LINE,6,8,0.15929236788424175,0.16275604429135532,0.15002478656681997,0.3086176152217332,0.1766343285144112,0.09693037784571608,0.15929236788424175,0.1817031844788395,0.22454994717713272,-0.11601403114273745,-0.11331305160071489,0.18170318447883949,0.18170318447883949,0.1817031844788395,0.8390190813595502,0.5182259103269343,0.7868631674775921,22.57304291542412,0.8527296976164557,0.0,53.78293913650033
