Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
1,1.06,0.0,0.0,59.6388218948367
2,1.0429999999999997,-5.340302012321662,0.0,5.733012519506158
3,1.0264035767971083,-7.600180266846934,0.015292733465264191,1.1972959890454178
4,1.0189291264829465,-9.364871126622958,0.01796601457667371,3.257119574298511
5,1.0100000000000002,-14.13882061265937,0.0,36.38996356455393
6,1.0134636634786234,-11.097236484347285,0.0160774172559286,1.001102165659486
7,1.0041410282311392,-12.868945620285176,0.022403255756576177,15.677126767450419
8,1.01,-11.790104886324684,0.0,13.628966292525801
9,1.036229998513529,-14.360674317261662,0.04278768089051038,0.0
10,1.0253879062451603,-16.065784337577636,0.080666891522333,0.945470732209543
11,1.082,-14.36067431726166,0.0,0.0
12,1.0338548661451739,-15.362539771672846,0.05157725777776168,107611286091747.9
13,1.071,-15.36253977167285,0.0,0.0
14,1.0189373439944966,-16.279021440795084,0.07536294046504977,97041295249127.28
15,1.014607017336991,-16.364602367764668,0.08097901469400025,0.0
16,1.0225492690694997,-15.9420079729246,0.07225302411486664,132435116866291.17
17,1.019385958886637,-16.249228240783843,0.08445890939784394,0.0
18,1.005990382746433,-16.98457944605771,0.09925904064868218,115567501410080.88
19,1.0040976311922423,-17.152803133311224,0.10520114886878301,78735411277433.75
20,1.0086205509228952,-16.940964006539396,0.10035521025788022,35706004000507.3
21,1.0122012871287789,-16.5253816842715,0.09527654859619714,356746836295713.7
22,1.0125733635184897,-16.51008111000131,0.09469932040509858,2715631619.339691
23,1.0039883263336868,-16.73681819844461,0.09712858994056313,55846831697439.516
24,0.9984138975647827,-16.872017758056785,0.10819325062056895,2.1062628930059986
25,0.9910258421930498,-16.35573858051634,0.10690562310415914,3747403563.9152665
26,0.9728667055051574,-16.798706043391658,0.1262387825949597,0.0
27,0.9952095403106639,-15.764546472559685,0.09662988920055783,23441676263.35556
28,1.0094518140954556,-11.706123027497133,0.021498171499525823,1.0004527225095754
29,0.9747569742201744,-17.066390571275004,0.12900959978512969,0.0
30,0.9629310774099091,-18.00250658345001,0.1510007024570719,408564651387732.1
