Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
1,1.06,0.0,0.0,92.44375983496752
2,1.0430000000000001,-8.45627148533705,0.0,12.559550508497962
3,1.0046872260618929,-11.711703079190364,0.016431982282050474,1.7312679042965384
4,0.9950250427481909,-14.499051326019973,0.019073288268848732,1.15744222367078
5,1.01,-22.15225672913688,0.0,56.647832826909486
6,0.9979269995352238,-17.306822828938447,0.0167657223926358,0.9999999999999541
7,0.9902115616735212,-20.087162113908423,0.026262709196230603,24.195875089520065
8,1.0099999999999998,-18.649140458778973,0.0,30.811788332493514
9,1.031788741258508,-21.983776239101196,0.040314329470659965,1.0000000000000362
10,1.0140225249992136,-24.47067829015953,0.07678405114816682,0.9459374556025583
11,1.0820000000000003,-21.983776239101196,0.0,0.0
12,1.03677317538962,-23.346190371590367,0.05489823181682128,0.8367013218836562
13,1.0709999999999997,-23.346190371590364,0.0,0.0
14,1.0131562470601234,-24.736545942653176,0.08073209190021942,146051764792076.72
15,1.0053634001111709,-24.861684944982706,0.08309401188802476,0.0
16,1.0153771793878974,-24.222067508350097,0.07556596594418147,199858971505674.75
17,1.0067510230035228,-24.737638676588507,0.08478590530435376,0.0
18,0.9895138404241349,-25.83130432363106,0.10703774459654775,177742027108655.78
19,0.9850204238948338,-26.10441260444717,0.11442391681741265,121742575754618.47
20,0.9910328585397131,-25.78441751447601,0.10666890908395513,55037060470567.45
21,0.994694533189626,-25.16764208048487,0.08551988151863518,549704475036916.9
22,0.9954707115521136,-25.142172391084436,0.08206300296056353,4.683312659221887
23,0.987592645214157,-25.453020747164576,0.0831559907336784,85884941613235.34
24,0.9769197219095768,-25.694441140300498,0.0855286294278343,3.4632620485703223
25,0.9758551409608744,-25.155792719176702,0.24852678925538382,1.1526750933898995
26,0.9480934625542463,-25.84220612941646,0.22859631045606738,0.0
27,0.9887194909934152,-24.400588166976878,0.3840887213104611,17.58240638820478
28,0.9929520962216568,-18.2718550805877,0.049973873180352846,0.9999999999998626
29,0.9571331196281901,-26.385854594591727,0.6680479888919939,0.0
