Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
1,1.06,0.0,0.0,124.77114392109684
2,1.0429999999999997,-11.528409464951936,0.0,19.547215781608216
3,0.9912345833145506,-15.846837985135352,0.03234473102001011,2.302069080144129
4,0.982877414661813,-19.667014953740328,0.03811347371743393,6.72910340085036
5,1.01,-29.87639978141104,0.0,75.87269199536831
6,0.9872809990781306,-23.4602795217265,0.03403749035816994,1.00000961971582
7,0.9793484201238525,-27.143396566993164,0.04623291566378739,32.18028116732342
8,1.01,-25.34589056918803,0.0,47.650524484323896
9,0.9952809022154828,-30.21910394747197,0.0931056466222434,0.0
10,0.959249287283813,-33.891922839544314,0.18042174017020787,1.00828569669211
11,1.082,-30.21910394747197,0.0,0.0
12,0.9901825639864853,-32.58247752530042,0.11186643158798333,226186667862020.47
13,1.0710000000000002,-32.58247752530042,0.0,0.0
14,0.9570656694904555,-34.546689121256506,0.16679466186320074,212070441255324.03
15,0.9460568450605051,-34.68234173080796,0.1810142203868676,0.0
16,0.9611235002303539,-33.7090393443738,0.16006451307622083,289017451411354.9
17,0.9491863663948306,-34.33531583362777,0.18943324797209427,0.0
18,0.924315428569923,-36.03286685664403,0.22569900855114575,263935241039212.62
19,0.9182687459934133,-36.39119495859138,0.24057012591909263,181508613346491.5
20,0.926747125401538,-35.89034061088317,0.22844052320566113,81547898703737.73
21,0.9316692778967499,-34.91412174409795,0.21692220660066805,811874913279173.1
22,0.9324900384175399,-34.87714200081351,0.21559312056885863,7127269.165610475
23,0.9200444395666455,-35.45953388876671,0.22210957767445733,128220962415644.81
24,0.9034730293667029,-35.687962611475015,0.2519212822249249,5.479215423590026
25,0.9013605826909546,-34.9183488143651,0.2503604719212992,6900081.182144462
26,0.8617305712909276,-35.97777390725453,0.3045066743737115,0.0
27,0.9194835471596927,-33.80640274789216,0.2238353021874691,261348380.81068
28,0.9802108633320981,-24.741862288918117,0.04645704962124652,1.0000016031894858
29,0.8733080149732007,-36.83755035442247,0.3093051498497014,0.0
30,0.8467065781337855,-39.12666686734492,0.36990130290092427,1018974750528214.0
