Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
1,1.06,0.0,0.0,199.0132536685617
2,1.043,-18.862046132360817,0.0,45.01345947801059
3,0.9288841127912693,-25.24530629934843,0.05503175669672227,3.8511174228517144
4,0.9220086996628615,-31.642184801953327,0.06509605619773402,11.019308005513494
5,1.01,-47.62625745596502,0.0,118.68565328372905
6,0.9440459465217705,-37.95519329094463,0.05807402894569706,1.0000184276094441
7,0.9437315321788892,-43.59706542809951,0.07418701653194519,49.905117615780036
8,1.01,-41.41778602426666,0.0,109.74852412382677
9,0.9289203788706727,-49.311828510025364,0.16574544189198032,0.0
10,0.8554090043562984,-55.91133374579146,0.33672533722058406,1.3009597437765845
11,1.082,-49.311828510025364,0.0,0.0
12,0.9191962328167921,-54.00892064221451,0.19753818750397664,376280411885904.44
13,1.0709999999999997,-54.0089206422145,0.0,0.0
14,0.8621096806221198,-57.417756488917355,0.30391876764965353,374687635836963.44
15,0.8407609282709773,-57.60372545052601,0.33634177065872245,0.0
16,0.8665740766176936,-55.761187390316444,0.2924316372231201,509685162895179.1
17,0.8415706090605468,-56.780193739398484,0.3540309705895137,0.0
18,0.8013623258451871,-60.0394777182282,0.4311166289275484,503397012905991.7
19,0.7895361756120268,-60.67929793136161,0.4640468988907481,351984379871162.56
20,0.8028256072589337,-59.68900811867526,0.4376391732592397,155784270636505.62
21,0.8079275201064099,-57.85193304022659,0.41798562813361456,1547742029492478.8
22,0.8087549632032099,-57.79588759451746,0.41599387309146724,91660180.31947313
23,0.7903882664021398,-59.07317421379438,0.43298976218136215,249072842532502.78
24,0.7536390446008182,-59.54838409115465,0.5134088871744892,11.843765076938542
25,0.7420709216186427,-58.73167990155179,0.5364781001122911,92802658.61601883
26,0.668477900568821,-61.110363351642135,0.6975440110703174,0.0
27,0.7715404590528173,-56.896438425165144,0.4792738208646701,4680822807.017045
28,0.9300040721565167,-39.95936302815967,0.08366680459921289,1.0000001013321087
29,0.6757261758448706,-63.597897935324575,0.7289200095789555,0.0
30,0.6203075453287124,-69.3904754055121,0.9298173217663492,2721715826399458.5
