Line_ID,From,To,FVSI,Lmn,LQP,Lp,NLSI,NVSI,VQI,PTSI,VSI_2,L_simple,VSLI,VCPI_P,VCPI_Q,Lsr,SI,VCPI_1,VSMI,VSLBI,VSI_1,L_index,VCPI_bus
0,1,2,0.41495425869662617,0.5393282002052578,0.6188930177696187,0.9847555375247933,0.6764258732530689,0.6033713406488611,0.41495425869662617,0.8555919036677225,0.5317081901652053,0.06312210751157132,0.19216207433074867,0.8555919036677226,0.8555919036677226,0.8555919036677225,0.7633134675638793,0.47636296384216603,0.3805734821500729,3.735508590627152,0.0922876096612062,0.0,31.180108675281247
1,1,3,0.24063372361239802,0.3415366714535585,0.6755665294033208,0.9664517891468574,0.556825524792055,0.6966368839672505,0.24063372361239796,0.9198089551369583,0.32350891945883536,0.33299474889003305,0.5098451306523596,0.9198089551369582,0.9198089551369582,0.919808955136958,0.8040016136952634,0.3710586244783325,0.35778613333692705,2.569282847424872,-0.21689278492986785,0.0334966861226124,3.0607406495039484
2,2,4,0.03849620313169706,0.0451418619450904,0.16458209224572956,0.9637922812021907,0.2565423213652901,0.34436617478314036,0.03849620313169707,0.48440672619660585,0.059938119483993794,0.3089297581032777,0.35896513613523184,0.48440672619660596,0.48440672619660596,0.48440672619660596,0.9877244541096512,0.4175371646992707,0.6951897999685981,4.711219487921565,0.32412862107000484,0.038844553372937504,8.859959717110792
3,2,5,0.5628008951029291,0.8379650526428647,1.1553762606801696,0.9339087723145983,0.8729252935706908,1.039737417176975,0.5628008951029292,1.220616728260734,0.6512323913567953,0.12255377354761426,0.4027732265015892,1.2206167282607343,1.2206167282607345,1.2206167282607343,0.5125566398738106,0.40301753942088925,0.15475073216137705,2.3845344592563844,-0.4296938055998156,0.0,98.2116075430984
4,2,6,0.18459019594249634,0.24105239256386374,0.42839665560886664,0.9980437189057019,0.47515235595250427,0.5188169500589791,0.1845901959424964,0.7383617068290137,0.26522795530812593,0.2684496564218048,0.3799645502504488,0.7383617068290135,0.7383617068290134,0.7383617068290134,0.8442611428820166,0.4106412497468438,0.4958763387712274,3.430631416719051,0.06343874321510068,0.030525040636494142,1.0000000000011213
5,3,4,0.10545166826642834,0.11320577018245397,0.12110017824293975,0.6567283160108053,0.20520550298577192,0.1745765901936247,0.10545166826642832,0.2787720720955885,0.16044910438303,0.03225074449338472,0.04759004049394673,0.2787720720955884,0.2787720720955884,0.27877207209558846,0.7658364490504882,0.46983134248713876,0.8127408388200736,11.163934703404282,0.6808314995930367,0.038844553372937504,8.859959717110792
6,4,6,0.170630314717101,0.18103809813978314,0.1831464628972171,0.690920836806275,0.2470262357719758,0.18928183470048,0.17063031471710102,0.3049389825401662,0.2395330542324607,-0.05311043172016487,-0.03704256581241639,0.30493898254016616,0.30493898254016616,0.30493898254016616,0.7189975369287274,0.4862768657970151,0.7856250000958254,11.305278481586877,0.6889163171680855,0.030525040636494142,1.0000000000011213
7,7,5,0.31105848721409046,0.32776233025816554,0.27473540634761756,0.3208724026877304,0.3265226734107971,0.17657323588930302,0.31105848721409046,0.32768289433387715,0.4321186108477272,-0.2077168192108729,-0.19928592456008967,0.32768289433387715,0.32768289433387715,0.3276828943338771,0.6889354319243007,0.526960700736408,-0.01825806278251914,13.231756784666468,0.7312096709508862,0.0,98.2116075430984
8,6,7,0.09655302632132888,0.10266895286366494,0.11082626863192435,0.649785210058173,0.18458197652564615,0.16273746778760392,0.0965530263213289,0.2559676620366321,0.145151094106855,0.021227195303851202,0.034575901192995515,0.25596766203663207,0.25596766203663207,0.2559676620366321,0.7903682590702328,0.47533435712051314,0.8301591642871238,12.063886787975965,0.7012239710871139,0.050891998199385995,41.42656589790785
9,6,8,0.2420602427976531,0.2491180830922867,0.2282243210856416,0.3618846065729144,0.26058246813934066,0.1453621933847917,0.2420602427976531,0.2645539102764177,0.3279966274498974,-0.18322874882242962,-0.17838405927165873,0.2645539102764178,0.2645539102764178,0.2645539102764177,0.7409347720170846,0.5251502395546173,0.6209219830864854,16.19485526328358,0.7762084547719811,0.0,76.08752351877477
10,6,28,0.006374327798632424,0.00648551216005678,0.009339173035260473,0.36597912235951974,0.038700286969530935,0.05836787534032464,0.006374327798632424,0.07981758081956308,0.009673759842665526,0.03909600400469016,0.04073043004714026,0.07981758081956308,0.07981758081956308,0.07981758081956308,0.8585921890042844,0.47381681868673947,0.9533769965077891,32.44192334904911,0.8837587280451916,0.0415786226964216,1.0000000000013667
11,8,28,0.22968014629721203,0.22725626781244956,0.2085870381094687,0.011503148986267003,0.20953198732782558,0.11644894930163946,0.22968014629721203,0.21421691347148716,0.3199027510725766,0.19536741195634125,0.19587022222493405,0.21421691347148689,0.21421691347148716,0.21421691347148714,0.9289302247461101,0.45285008178986386,1.1170896959315295,17.51728573674621,0.7914130049865301,0.0415786226964216,1.0000000000013667
12,9,10,0.19415167302119213,0.19564613213147028,0.2214258829605754,0.0,0.19415167302119213,0.21216292611461524,0.19415167302119216,0.28864286909609926,0.19415167302119213,0.2086132018968204,0.22142588296057575,0.2886428690960992,0.2886428690960992,0.2886428690960992,0.7747094469446278,0.4258286169057172,0.8316115836968241,9.319414773519634,0.6697018925916575,0.19463011555801887,1.1207926467030314
13,9,11,0.5426510669476228,0.5426510669476228,0.5426510669476228,0.0,0.5426510669476228,0.3723549348000379,0.5426510669476228,0.5426510669476228,0.5426510669476228,-0.5426510669476227,-0.5426510669476227,0.5651041636542893,0.5426510669476227,0.5426510669476227,0.49880627588760307,0.5994027276224472,1.0,9.26326598129748,0.45734893305237734,0.0,0.0
14,10,17,0.03576821810520393,0.03607786342967023,0.031967390087134874,0.15712915762971102,0.052499472660673764,0.03237531881959224,0.035768218105203926,0.0603827616559116,0.058287924663718085,0.052740711170913,0.052975487421137245,0.060382761655911624,0.060382761655911624,0.06038276165591162,0.6731818356312366,0.44371609454768324,0.9681107930798806,57.03866239993866,0.9444076852631678,0.21103823166583052,0.0
15,10,20,0.08887709740734932,0.09312656222975453,0.08681904177952667,0.4795244598217006,0.17236442826631457,0.1203117207288973,0.08887709740734932,0.2131287325253381,0.14553461620769262,0.1769224575007722,0.18105247276531736,0.21312873252533812,0.21312873252533812,0.21312873252533815,0.6288792209706416,0.41262221835405766,0.8814117852193792,14.327096207577947,0.7804268570309869,0.2639649814890754,114806954762426.66
16,10,21,0.10948014304925734,0.11213039184455735,0.09500508158076792,0.3242783090144903,0.15392005081561502,0.0860465611264469,0.10948014304925732,0.1675689581287923,0.17823783974250526,0.15511196133279323,0.15620718399367975,0.16756895812879236,0.16756895812879236,0.16756895812879236,0.6367790289882606,0.41883453419163685,0.9103566242847252,20.324948971565725,0.862516516309866,0.22971979070890675,1140838283777062.8
17,10,22,0.10526686812657943,0.10783037416118235,0.08991984204895173,0.30945475311297443,0.15010515502460836,0.08284057957308931,0.10526686812657943,0.16319865914983187,0.1735812259598159,0.15121750520726773,0.1522419973414168,0.16319865914983187,0.16319865914983187,0.1631986591498319,0.6381839778008972,0.4198174831863385,0.9128245429053641,20.938936108354696,0.8662164542789651,0.22325801096205392,71.02284255591267
18,12,13,0.5280584563564525,0.5280584563564525,0.5280584563564527,0.0,0.5280584563564525,0.35874961110842174,0.5280584563564525,0.5280584563564525,0.5280584563564525,-0.5280584563564505,-0.5280584563564505,0.5961928446262216,0.5280584563564525,0.5280584563564525,0.49671300721477546,0.5920510830032983,1.0,9.469314671989016,0.47194154364354746,0.0,0.0
19,12,14,0.08870730104718061,0.0929869130855279,0.08384762387415096,0.4500661920624363,0.17343525588338427,0.11553928960185145,0.08870730104718064,0.21031209380546376,0.1477724444811826,0.1775045423132829,0.1811909008797025,0.21031209380546376,0.21031209380546373,0.21031209380546376,0.765384396718482,0.4333916360101812,0.8834997670128303,14.710715963176076,0.7892143327094783,0.1903139812308148,288677815431221.8
20,12,15,0.1378207735475948,0.14530181258244068,0.125125312071497,0.4942520976051474,0.2310916329259746,0.13925197595769842,0.13782077354759478,0.26315831804120443,0.22414256400355914,0.2355966114033284,0.23953024784605598,0.2631583180412045,0.26315831804120443,0.26315831804120443,0.7394277618598424,0.4176670047859092,0.854009590198654,11.899421344289866,0.7606462014983177,0.2018421696461025,0.0
21,12,16,0.11395095906090168,0.11681052281626719,0.09815492863702369,0.3277072345057544,0.15992380270070417,0.0884892041931637,0.11395095906090168,0.17339592378762303,0.18591186082901925,0.16114327833717618,0.16225981358194944,0.17339592378762306,0.17339592378762309,0.17339592378762306,0.7726066940499848,0.43837307327578395,0.9071888546100069,19.64294729170234,0.8591381646005964,0.18053637910925233,393055004761498.5
22,14,15,0.05490386361709873,0.05525007458507138,0.025060359636224095,0.07689326171846048,0.06722562073973241,0.023128008354138786,0.05490386361709873,0.06768352418945399,0.10385413220317319,0.06724138667286712,0.06725661325894718,0.06768352418945399,0.06768352418945399,0.067683524189454,0.6722001291884216,0.44103362766246723,0.9654918242214331,56.71068731663471,0.9615542631390848,0.2018421696461025,0.0
23,15,18,0.0665524879910927,0.06878962453710037,0.05960144382690133,0.3369024661771352,0.1279089105566748,0.08245949499437931,0.06655248799109269,0.15335723722391384,0.11325244636387043,0.12992865035061113,0.13181159562633427,0.1533572372239138,0.15335723722391384,0.1533572372239138,0.6064819286358036,0.4182208493776152,0.9164299169225998,20.89209962071593,0.8487248910881727,0.2622015223592721,371422620564380.75
24,15,23,0.1205445522955479,0.1228539611615004,0.10059620629713764,0.27973821076544764,0.15610287839168918,0.08091594300912663,0.12054455229554792,0.16396905116133637,0.19747360284503848,0.15677531769311015,0.15739268727699943,0.16396905116133637,0.16396905116133634,0.16396905116133637,0.5974140378378949,0.41201336226534296,0.9131676546970253,21.414526793193644,0.8802428852388285,0.22225296465735692,181488718835327.75
25,16,17,0.06074396930286678,0.061233237514249216,0.05784647525698923,0.25467451345893666,0.07604253451047494,0.04692550531343483,0.06074396930286678,0.08528263696427939,0.08882299491017227,0.07644439756082862,0.07683055481355518,0.08528263696427937,0.08528263696427939,0.08528263696427939,0.6816215908185882,0.44082960950437755,0.9549818423070325,40.68430128535904,0.9284484943323038,0.21103823166583052,0.0
26,18,19,0.023174526510516595,0.02337302048800891,0.019087787847780324,0.10454194198800305,0.039879510446819956,0.023642388162394723,0.023174526510516595,0.046070153768852505,0.04084044784833138,0.04002357116106961,0.0401647143365937,0.046070153768852505,0.046070153768852505,0.046070153768852505,0.5550045725242009,0.4249605423340322,0.9757220306686133,74.99970118879354,0.9570149758161736,0.2820318996881713,257271607770619.38
27,20,19,0.024343130177124424,0.02465441164298076,0.020363936592502872,0.14076497584660852,0.049049314721821835,0.03144269542383748,0.024343130177124417,0.059336356162128984,0.042980608284769455,0.049358386520760036,0.04965971027657916,0.05933635616212899,0.059336356162129,0.059336356162128984,0.5576916945999265,0.4238758078249792,0.9682930829726154,56.02511206282296,0.9408503788397554,0.2820318996881713,257271607770619.38
28,22,21,0.0027111956754595806,0.0027134897167331853,0.002188721148622058,0.011345616303971271,0.0043990570551817485,0.0025069061358439252,0.002711195675459581,0.004989848537404404,0.004847414714259047,0.004400532660613534,0.004402005015196362,0.004989848537404404,0.004989848537404404,0.004989848537404404,0.587646805697885,0.437049262786884,0.9974066837063269,715.1857258017102,0.9954927628147328,0.22971979070890675,1140838283777062.8
29,22,24,0.12241111893190541,0.12577426972040004,0.09147069972052693,0.27754932526717685,0.172989847192762,0.08357305935433142,0.12241111893190543,0.18152572183141355,0.2103287435877578,0.1738016242725067,0.17453932799800614,0.18152572183141355,0.18152572183141355,0.18152572183141355,0.5365432185031711,0.3979573944059957,0.9034292075699129,19.173297211778106,0.865605878819089,0.21435383173950256,8.15810862203375
30,23,24,0.10181987468579405,0.10236445864637277,0.08315744519449596,0.1517816574064296,0.11210949675306806,0.053434020664240904,0.10181987468579404,0.1130887591607218,0.168622759633156,0.11216651538151216,0.11222024032364146,0.11308875916072177,0.11308875916072177,0.11308875916072177,0.51830571993702,0.40563147882725575,0.9416063671365567,33.07089715558485,0.9178217432288829,0.21435383173950256,8.15810862203375
31,25,24,0.04834470285851588,0.04922747258312155,0.03684557176469615,0.0910706437748718,0.06012424990265098,0.02808413625513784,0.04834470285851588,0.0618352805902838,0.08643496736045946,-0.012207915969597943,-0.011721841253762487,0.06183528059028381,0.061835280590283793,0.0618352805902838,0.4681557536957294,0.4192423152341715,0.9058462559183568,63.32985689350316,0.958580928083902,0.21435383173950256,8.15810862203375
32,25,26,0.1741274683479173,0.18083631242920348,0.129468293025835,0.3655409881284033,0.24273134056255094,0.11647272441845889,0.1741274683479173,0.25310356680549323,0.28864912322981495,0.24413592729815708,0.24535658802035273,0.25310356680549323,0.2531035668054933,0.25310356680549323,0.4218953320101774,0.3620807534411186,0.862760510078206,13.263734415743777,0.8170297648223644,0.19137917466717771,0.0
33,27,25,0.061174248464241465,0.06288762766386614,0.052030615780819724,0.2753211120088454,0.11315456860960042,0.06830794655893972,0.061174248464241465,0.1318351830289649,0.10612214632601215,0.11442355389904735,0.11561733083067129,0.13183518302896494,0.13183518302896496,0.13183518302896494,0.5126776683798118,0.4038757455955643,0.9289777467068119,25.031776981162633,0.8756054692577231,0.20189915746397175,358.07418644610226
34,27,29,0.12023100823465577,0.13151278140655395,0.12520837987785502,0.6202680920925107,0.2712145169296404,0.18252233759114428,0.12023100823465575,0.3324188154241242,0.1997865043349216,0.28224517619796996,0.29155997733404126,0.3324188154241242,0.3324188154241242,0.3324188154241242,0.4643018495672534,0.3614757814381224,0.8093033466931461,8.66860442519622,0.6650160527056566,0.6221070173624429,0.0
35,27,30,0.13207254007567973,0.15700922926224853,0.19060020721738077,0.8341032150719845,0.3899199361128278,0.28982192833004683,0.13207254007567976,0.5062430810968718,0.2176909072277238,0.4235541136703438,0.4488077234324278,0.5062430810968718,0.5062430810968718,0.5062430810968718,0.4211346574336895,0.3188447150883449,0.6904189394888555,4.97124069171467,0.4599423078076934,0.0,0.0
36,29,30,0.05122560234424953,0.05491469723337699,0.05735760563529779,0.4950084405373876,0.1743039510336231,0.1310602007250931,0.05122560234424952,0.23246762097327886,0.08977960949258834,0.18140919817545284,0.18782512101157042,0.23246762097327892,0.2324676209732789,0.2324676209732789,0.3592450311005907,0.3574681317950725,0.8682962084372199,12.483552441425989,0.7462604771691874,0.0,0.0
