Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
0,1.0055430611373088,-33.15987334826731,0.10199214602787614,2.4707798889810264
1,0.9879372209817799,-25.34392705043686,0.19399006180481507,1.0000000000003442
2,0.9262101451967379,-30.51449736937922,0.39627993688931396,20.097397018600176
3,0.8613671171349897,-30.767143848090722,0.4878636760820112,53.52609555994983
4,0.867799970656988,-26.710922569031492,0.4101168871516187,1.0000000001186533
5,0.874358179951407,-24.677841392271734,0.37978737982895405,1.0000000000434643
6,0.8522301206844242,-30.610507811009697,0.4635442832183843,66.00184603845645
7,0.852865880763399,-32.1146974988332,0.4708628833286484,45.99546187998134
8,0.9871829352417347,-34.307528358828236,0.16690449140371683,2.6063984555234088
9,0.9027340207867646,-19.66774487134198,0.30346143925431934,1.0000000000084905
10,0.8896561474233834,-21.36041687444293,0.33219726642870673,1.0000000000045715
11,0.8536640580153751,-21.614527879118178,0.38033314310946176,7.250594696197324
12,0.8913420269470309,-21.545130068706843,0.34075817627753974,0.9999999996418549
13,0.8776331926893424,-26.10161303969724,0.42150830904090814,1.0000000000353806
14,0.8840620446533377,-28.326619650712246,0.48131826291124513,30.884902891954795
15,0.9220044275545938,-25.496210967586357,0.4146099744916544,15.389467989621739
16,0.9222275316995459,-28.017874078790037,0.43176989505727537,1.0000000000048153
17,0.9197577362695266,-29.96230442373385,0.43821838239815847,20.206490062108774
18,0.9935340135853833,-15.692818539943179,0.19221029402534834,1.0000000000002198
19,0.9448389356910715,-18.659032838626704,0.22089631049906716,4.270453748625208
20,0.9261753270608007,-20.051008087798202,0.353551794440308,24.725448920431873
21,0.981982556492615,-10.330799530627313,0.19026181698321448,1.0000000000024463
22,0.9708571116886016,-10.770046935653268,0.21600833667684546,18.539665120020185
23,0.9328608679877473,-25.24008087369158,0.4144490560768168,32.255745741652476
24,1.0062999035884383,-22.507918764282717,0.19920332608009933,3.0070505180966305
25,0.9573845650257573,-24.598684223786616,0.36183323477908486,2.297639744467947
26,0.9257231459345785,-28.799180647996074,0.45040928157530113,22.171127078164655
27,0.9699143914128603,-17.171450424265302,0.29871714372835584,7.881021827236193
28,0.987424988548539,-11.430361874820369,0.21263480943016194,2.5707802776463473
29,1.0499,-20.59356786801937,0.0,3.989522030817374
30,0.982,0.0,0.0,5.970226713969687
31,0.9841,-2.8109452321777924,0.0,4.1812489015901075
32,0.9972000000000001,-5.583558323885376,0.0,2.5132188076208357
33,1.0123,-8.622350269393051,0.0,20.186969138494522
34,1.0494,-0.47169753585540075,0.0,7.129222914952214
35,1.0636,4.9441470277017,0.0,0.0
36,1.0275,-9.3126174947333,0.0,9.133757280640976
37,1.0265,2.3555246510155645,0.0,9.538962290156247
38,1.0299999999999998,-35.15314139984354,0.0,3.3481331515999164
