Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
0,1.019352148629983,-24.748049502962996,0.0822245639408807,2.034829535590623
1,1.0136487553562619,-18.454461934982437,0.1527698967797175,1.000000000000065
2,0.9713062691118486,-22.60963538908899,0.3035852958247429,15.483627035625826
3,0.9245331354286654,-22.984445128792842,0.36198657361211384,39.250717296539555
4,0.9303167859014927,-20.143803949260732,0.3036030747994016,1.0000000000154272
5,0.9352345110809432,-18.671614687022966,0.28169809877138746,1.0000000000055065
6,0.9180265983397145,-23.01340826126897,0.3408451295605301,48.07045342814998
7,0.9179479679441318,-24.103513288023542,0.3464501308891931,33.53594937402227
8,1.0109812830029619,-25.719713481965687,0.12884818118397234,2.29646540374607
9,0.9547976721690804,-14.799490477511315,0.2280103687501583,1.0000000000012539
10,0.9456412922236215,-16.116206791717264,0.2481320932879365,0.9999999999937852
11,0.9187568042387788,-16.271370742709724,0.2794773482455596,5.031294274237411
12,0.9468745040000972,-16.187120504817695,0.2551518045187654,0.9999999999536364
13,0.9373759601933267,-19.51104959039503,0.3147814892301374,1.000000000004898
14,0.9409933097470372,-20.9474901436251,0.3630048032230844,22.979287497358392
15,0.9696882026911977,-18.710798528749002,0.3176283940748365,11.774158042266759
16,0.9702793203242195,-20.633609258466535,0.33076438279173204,1.000000000001035
17,0.967716223284435,-22.14649380655929,0.33531806165011896,15.423383223491665
18,1.017614442423827,-10.911091777002145,0.15253655407552316,1.0000000000000724
19,0.9637051541952801,-13.29268591287607,0.17802487414336987,3.557482139723245
20,0.9718085954474928,-14.499954008510406,0.27165954556419225,18.933875446402183
21,1.0115758063223461,-6.862250160721515,0.14918653343042887,1.000000000000689
22,1.002978255852188,-7.207347295161479,0.169181726831701,14.651914003947821
23,0.9785898171170754,-18.507795833407254,0.3185154513485145,24.890246346508288
24,1.0286259603464452,-16.137225958077018,0.15789022640912279,2.4633231036755263
25,0.9977751740129892,-17.8503169049845,0.2814674088613094,1.8731020576983841
26,0.9733848749765986,-21.15926297914709,0.3462037044723005,16.928652516337603
27,1.003768766444477,-11.9338181510107,0.23555929395228553,6.232022465919825
28,1.0139311899969068,-7.324887596232231,0.16930494127398693,2.124421576635631
29,1.0499,-14.536011927326847,0.0,3.0215545682847056
30,0.982,0.0,0.0,4.574040848460007
31,0.9841,-1.377257076515742,0.0,3.316263143943962
32,0.9972000000000001,-2.5263728237891443,0.0,2.130162888962118
33,1.0123000000000002,-4.94729196005418,0.0,16.653912655704723
34,1.0494,1.2277115207647895,0.0,5.725046395312648
35,1.0635999999999999,5.642303142966846,0.0,0.0
36,1.0275,-5.210780081180617,0.0,7.620842684539712
37,1.0265,4.067339030839463,0.0,7.906603174654435
38,1.0299999999999998,-26.384778154866957,0.0,2.020660527352404
