Branch_ID,Type,From,To,FVSI,Lmn,LQP,Lp,NLSI,NVSI,VQI,PTSI,VSI_2,L_simple,VSLI,VCPI_P,VCPI_Q,Lsr,SI,VCPI_1,VSMI,VSLBI,VSI_1,L_index,VCPI_bus
0,LINE,0,1,0.3980111938693414,0.5102283387812798,0.5921644960464123,0.98336950394456,0.6500464280881891,0.583511916248127,0.39801119386934136,0.8286827678743874,0.5127420757587559,0.05580277678889242,0.17856058415092374,0.8286827678743873,0.8286827678743872,0.8286827678743873,0.7826126640323683,0.4803564633811077,0.4059671409478485,3.850109007636828,0.11276807525056742,0.0,26.38554784245059
1,LINE,0,4,0.33873880983260196,0.5269128705950553,0.9744248679456028,0.8956508694289007,0.671738264482181,0.8850924528948223,0.33873880983260196,1.1008671284586062,0.4274883285528394,0.35674379188200034,0.6022700659618004,1.1008671284586062,1.1008671284586062,1.1008671284586065,0.6888300821439438,0.3342489169336683,0.21227525600004954,2.116835475961966,-0.45215630438042265,0.05719948704967565,1.4045776175423563
2,LINE,1,2,0.4908503734753252,0.7038105523970773,1.0152241533972604,0.9451720837603835,0.7858199325504082,0.9317720541005483,0.4908503734753251,1.1280716268510356,0.5828652557096413,0.1294842151049663,0.37840785958547424,1.1280716268510353,1.1280716268510353,1.1280716268510356,0.5885256863202244,0.411944825533764,0.22685618141219946,2.5318506877962212,-0.35300780167628276,0.0,93.29355540998657
3,LINE,1,3,0.08929039765352884,0.11422772813888808,0.31685871794905557,0.9974049494477955,0.3746754123979168,0.4668502973241216,0.08929039765352886,0.6590932720159709,0.13520146451549733,0.32218889387097727,0.4162862348161865,0.659093272015971,0.6590932720159709,0.659093272015971,0.9064786721753346,0.39919607476303365,0.5600623843841132,3.519697945846377,0.10752746142943559,0.0836858477568609,9.133329316544236
4,LINE,1,4,0.04963908408526018,0.058079841720710804,0.17275590603645663,0.9634502905788356,0.26462251736108444,0.34399418471263904,0.04963908408526018,0.4861723925674745,0.0767511210071626,0.31458317303257266,0.3633662471491661,0.48617239256747463,0.4861723925674747,0.4861723925674746,0.9910433283485663,0.4168992606004873,0.6944342453931888,4.725263086492731,0.32892864859114335,0.05719948704967565,1.4045776175423563
5,LINE,3,2,0.5085264511570045,0.5768368067103563,0.4850775968842912,0.6482189595738279,0.5936646414662634,0.3775247317906985,0.5085264511570043,0.6129242471471947,0.6347153594318405,-0.25519607689541157,-0.2132438042556229,0.6129242471471947,0.6129242471471947,0.6129242471471946,0.5156537228851543,0.5246706464188456,0.23875624926626762,7.0673458724079525,0.5591483671049089,0.0,93.29355540998657
6,LINE,4,3,0.0947839709649765,0.0999684528576959,0.1050403014839887,0.6152784716320705,0.1713141250512089,0.14743416797899112,0.09478397096497648,0.23366238419679153,0.14165764981908052,0.010054369510587434,0.02096422577459621,0.23366238419679156,0.23366238419679156,0.23366238419679153,0.7565680446262919,0.4725064980969299,0.8442602547153599,13.445009326691542,0.7312956215644028,0.0836858477568609,9.133329316544236
7,LINE,5,10,0.18397393137352558,0.18770110871325477,0.15578371861641585,0.3514262030993091,0.22075039080702666,0.11403076721338619,0.18397393137352558,0.22727469195741182,0.2861154185243601,0.22153823542548587,0.22223319934121774,0.2272746919574119,0.22727469195741187,0.22727469195741187,1.1610609536181438,0.471822320920238,0.8781020678976115,15.154348282454198,0.8501879327586094,0.1030736685824769,0.0
8,LINE,5,11,0.08471696889160435,0.0881494430151827,0.07773900485247388,0.40280890233623556,0.15712046834209903,0.10161112576060675,0.08471696889160434,0.18741206559608073,0.14149815030671,0.16008383744070048,0.16279747915367174,0.18741206559608076,0.18741206559608078,0.18741206559608076,1.2035909080666527,0.48951842818145297,0.8971242344317135,16.87089190888668,0.8162381944317394,0.06539141261862771,0.0
9,LINE,5,12,0.13874940770228292,0.14503019256717598,0.12242379873147204,0.4495755160622166,0.21794539748855465,0.12645305323593348,0.13874940770228295,0.2429729088284258,0.2255118424247572,0.221177050902435,0.22402640471953977,0.2429729088284258,0.2429729088284258,0.24297290882842576,1.1613134463037906,0.47127809445077096,0.866577179592088,13.223269833908168,0.788025616047552,0.08934587600142457,0.0
