Branch_ID,Type,From,To,FVSI,Lmn,LQP,Lp,NLSI,NVSI,VQI,PTSI,VSI_2,L_simple,VSLI,VCPI_P,VCPI_Q,Lsr,SI,VCPI_1,VSMI,VSLBI,VSI_1,L_index,VCPI_bus
0,LINE,1,0,0.0445855406077549,0.04595547450351418,0.04823152219585318,0.46148599811398155,0.09230452254323938,0.08909734036447209,0.0445855406077549,0.1373568900467714,0.06767681204497342,0.009823168732887529,0.014025525053918258,0.1373568900467714,0.13735689004677137,0.1373568900467714,0.7996853303239478,0.4753097240006337,0.9114859801525156,21.665753077876772,0.8302853722884782,0.0,102.3512220216253
1,LINE,2,0,0.10627939272243425,0.11089105591957607,0.1100953090573539,0.5501293419707739,0.1648236957185216,0.12739368830116923,0.10627939272243427,0.2090946312020732,0.15622336147824673,-0.02275976240801366,-0.014791310709898954,0.20909463120207325,0.2090946312020732,0.20909463120207322,0.742080408000404,0.47831220628373333,0.8546995084411185,15.942029340037625,0.7779798226305015,0.0,102.3512220216253
2,LINE,4,3,0.025252267467688324,0.02557688629837716,0.02678770263099069,0.39001811936430036,0.0468929389876062,0.05374617974304662,0.025252267467688324,0.07782163300107146,0.035497361474103574,0.00017628873298651301,0.0016542791516372883,0.07782163300107148,0.07782163300107148,0.07782163300107148,0.968203961527862,0.4986090622709631,0.9516574088811012,36.77562314271943,0.8965681518002101,0.0,148.04824993018946
3,LINE,4,2,0.1363983792530031,0.16323170938790724,0.3603417456070493,0.993203523221523,0.3325656227239938,0.49053262453368407,0.1363983792530031,0.6362292530856187,0.18373107260253063,0.18463361974827902,0.28726388581363227,0.6362292530856185,0.6362292530856186,0.6362292530856186,0.7791582549191332,0.42129283170945203,0.5879559475323988,3.849536238498442,0.0919169576618234,0.03778503787067035,34.198136270872645
4,LINE,4,5,0.1537166298748242,0.16932412286297824,0.24062839578893033,0.9726539606181959,0.2771472135496633,0.32927537081507374,0.15371662987482418,0.45103495598859356,0.20507771085482895,0.03197917309458202,0.08010909803757281,0.4510349559885936,0.45103495598859367,0.4510349559885936,0.8324403300237201,0.4786167010274753,0.715305939562728,6.294257304180108,0.40758910586047814,0.0,175.23289249624543
5,LINE,5,6,0.012849643308836959,0.012998403047383155,0.014558920184045546,0.36757878024058116,0.03333301935895898,0.04845123405976702,0.012849643308836955,0.06597944938695305,0.018159240962233415,0.00980994884544708,0.011014166988034334,0.06597944938695303,0.06597944938695305,0.06597944938695305,0.9440576977043859,0.49226644587434243,0.9598165246789584,40.34588309268181,0.9044738298551629,0.00799229340913213,84.5854317226493
6,LINE,8,7,0.7504958977762503,0.9850063443158306,1.5562451629562435,0.5716101644208297,0.8845819055499012,1.5061635264725444,0.7504958977762504,1.3898816976355493,0.7770922921092707,-0.28893007063091497,0.12400786093164308,1.3898816976355488,1.3898816976355488,1.3898816976355488,0.2056713318103443,0.44489251449234457,0.19725700393266482,2.364157202888908,-0.7357329586790831,0.0,41.19393344730043
7,LINE,9,8,0.07561944534301915,0.10071876098830589,0.7297382733093969,0.49159199757580846,0.1999971564499125,0.8105209015583205,0.07561944534301912,0.8825693744159755,0.08661712262878106,0.3425681966299297,0.6006627971078675,0.8825693744159757,0.8825693744159756,0.8825693744159756,0.8902814296768884,0.3317639470273164,0.37859126239353147,2.0890776425862807,-0.5583312677566674,2.0763698903538017e-14,1.0000000000010785
8,LINE,3,10,0.06839416009600426,0.07646463880233008,0.14105531257342788,0.8995257742295615,0.2255321202723502,0.27869615179428453,0.06839416009600426,0.3949186557429541,0.10253617513750074,0.1383548624219272,0.1753483762907144,0.39491865574295404,0.3949186557429541,0.39491865574295404,0.863370538497717,0.4531435522604684,0.7504822310020396,6.585666888708599,0.46370149919525117,0.04409939829676971,83.24154729483254
9,LINE,4,10,0.11221367215194299,0.1285334728079061,0.21220052535207234,0.9442425217409094,0.29006242131048593,0.33558913227427195,0.11221367215194299,0.47712475941420307,0.16354277644451753,0.1385126311872885,0.19043965085799489,0.4771247594142032,0.4771247594142031,0.4771247594142032,0.8261562741605458,0.4489978916585993,0.6927765564002075,5.594372478817132,0.37181584673393664,0.04409939829676971,83.24154729483254
10,LINE,10,11,0.16013144630591272,0.16340500786072487,0.14852232472475174,0.2517117606748766,0.17247610473117891,0.09148908188751892,0.16013144630591275,0.17484057656577295,0.2287843380718282,-0.11892576923911403,-0.11676289168851127,0.1748405765657729,0.1748405765657729,0.17484057656577293,0.7742640530927303,0.5084099277265374,0.7276431989471508,23.870748045775333,0.8533803750028197,0.0,46.204652927596506
11,LINE,11,1,0.04886272168075482,0.05096605116167394,0.06155764110581804,0.6311225723177413,0.12184174789594648,0.13189731947788533,0.04886272168075482,0.19567833369416257,0.07401560013152407,0.12754258995976456,0.13454503713944374,0.19567833369416254,0.19567833369416252,0.19567833369416257,0.8974693327539524,0.4604976680450269,0.886844043368547,13.895478873707695,0.7460168052253311,0.02935197913466509,35.42506533994484
12,LINE,11,2,0.1124783824257911,0.11589873393418654,0.11375438548506218,0.5535060772038751,0.16441726399600887,0.11995182428370516,0.11247838242579108,0.20107148201588435,0.16456327495702505,0.15647064586390816,0.1601471284839085,0.20107148201588435,0.20107148201588435,0.20107148201588435,0.8784111216289784,0.4536352608023657,0.8867294379957275,15.840828922289958,0.7971289633851392,0.03778503787067035,34.198136270872645
13,LINE,6,11,0.031011134025103478,0.03135053000376606,0.030558306404818762,0.26930503034733216,0.04814230124876784,0.04080568119644712,0.031011134025103478,0.06555453468531942,0.04511929374182689,-0.00988266028620439,-0.009029940487477054,0.06555453468531941,0.06555453468531941,0.06555453468531941,0.9277426880510381,0.49600743225974814,0.956763822117772,48.31884668930077,0.925041876959997,0.0,46.204652927596506
14,LINE,10,12,0.0912838410394517,0.09640351487274881,0.11103088059265727,0.7353506197160409,0.18163524524621777,0.17371726501262016,0.09128384103945172,0.2648185458577772,0.13526245074476675,0.19083477447889274,0.20130154739269446,0.2648185458577772,0.26481854585777714,0.26481854585777714,0.7722150500419006,0.4299569333766702,0.8465003843837307,10.387545475563341,0.6777312286425277,0.11720721204069647,33.597123882575865
15,LINE,11,13,0.0049541816788672205,0.005078482699135924,0.010375884848763098,0.42914412142107,0.05047633241676119,0.07574216871397813,0.00495418167886722,0.10422564138841318,0.007691058200504403,0.05084173721399106,0.05363336240175095,0.1042256413884132,0.10422564138841318,0.1042256413884132,0.9348454679311129,0.48154281780285235,0.9388015685323269,24.68148264957051,0.8489271853262217,0.024578811062438966,13.201249601430732
