Branch_ID,Type,From,To,FVSI,Lmn,LQP,Lp,NLSI,NVSI,VQI,PTSI,VSI_2,L_simple,VSLI,VCPI_P,VCPI_Q,Lsr,SI,VCPI_1,VSMI,VSLBI,VSI_1,L_index,VCPI_bus
0,LINE,0,1,0.29766149046531964,0.348200439801296,0.3770590200739035,0.8995353785280401,0.4753542323738481,0.3911913808131983,0.29766149046531964,0.5947954582594327,0.4040892921542799,0.0,0.06301128371672915,0.5947954582594327,0.5947954582594326,0.5947954582594326,0.7304395062519217,0.48399088738406815,0.5746953986610032,5.588578714926427,0.3776233271348184,0.0,76.125042059741
1,LINE,0,2,0.19718408339400445,0.24027611517725972,0.4084413320188895,0.9893585533564084,0.4144341184542777,0.49202921881631534,0.19718408339400445,0.6690851846194029,0.2682111591598466,0.5111068068890194,0.5799279089552685,0.6690851846194027,0.6690851846194027,0.6690851846194028,0.7197146471824413,0.32406484345140385,0.5553046051700053,3.1295987028607413,0.1259201053138882,0.18629725307254255,17.419020058461484
2,LINE,1,3,0.4011702237921398,0.44520095735388066,0.441620642910124,0.9426875441651035,0.5440589401076401,0.38916433540229484,0.4011702237921398,0.611110860116778,0.5216294197291734,0.5643541444338749,0.5806857605421158,0.611110860116778,0.6111108601167781,0.611110860116778,0.6870817364321805,0.3237723889779224,0.6162576400879175,4.0800986077247,0.4692429053313184,0.2234407278329646,53.915374097536905
3,LINE,2,3,0.029156642730337242,0.03008765399074206,0.04059723999585424,0.6424420667403833,0.08394216336964505,0.11541476453763293,0.02915664273033724,0.15930558123492986,0.04229706731856724,0.0900915676173064,0.09594797645652514,0.15930558123492988,0.15930558123492986,0.15930558123492988,0.4972879746478772,0.4039089845357991,0.9068740578730357,16.268407239537137,0.7739975309179835,0.2234407278329646,53.915374097536905
4,LINE,1,4,0.37718128456652966,0.4147358169905217,0.4486817815386972,0.9938734425063359,0.49815915696610125,0.40958261646810173,0.3771812845665296,0.5963305235625456,0.4710655944637511,0.5275465519364024,0.5513523723577576,0.5963305235625456,0.5963305235625456,0.5963305235625456,0.7094967096812865,0.3349058179706059,0.6255867409345609,4.117798534820887,0.4273399728566475,0.22058734303872668,1.0000073272375096
5,LINE,1,5,0.4282134274925963,0.5106901788595117,0.5576693178590626,0.9999835821608698,0.6307385632521605,0.5145717231567256,0.4282134274925963,0.7532559709371588,0.5450920444073766,0.6863775041742328,0.719089062455367,0.753255970937159,0.753255970937159,0.7532559709371589,0.6068499099403081,0.26500515916894574,0.4875077769277773,2.785655139153176,0.26396056447352845,0.3066908410365685,1.0000167960534223
6,LINE,3,5,0.14705394679925324,0.15347051736577652,0.16395081448302853,0.7931045970169341,0.21626590415187913,0.1830775809766349,0.1470539467992532,0.28378577866004057,0.2022590988189548,0.22647457901875098,0.23542708431420653,0.28378577866004057,0.28378577866004057,0.28378577866004057,0.4191550951190963,0.36288301369781467,0.8375659099721248,10.055435398119563,0.6885512419308486,0.3066908410365685,1.0000167960534223
7,LINE,4,6,0.2620275342330334,0.28878118512669254,0.2815210110266348,0.8244767068882559,0.4103131908211995,0.28218565862999184,0.2620275342330333,0.47673138144228727,0.3777924023471428,0.42660464679105187,0.44026162916462286,0.4767313814422874,0.4767313814422873,0.4767313814422874,0.39071794524374115,0.3156009963263224,0.7154356623695598,5.694426801350206,0.5510868972417622,0.4077715508687107,220.33252834730945
8,LINE,5,6,0.11525627505930586,0.11995588017333697,0.11447818910937102,0.5364009518783959,0.1856023298979365,0.13011803958872806,0.11525627505930586,0.2247462649989194,0.17758309725515198,0.18881559966070066,0.1930056815718644,0.2247462649989194,0.22474626499891942,0.22474626499891942,0.33406024393700684,0.35035267451281205,0.8747694122197923,13.722026886078078,0.7745180464382178,0.4077715508687107,220.33252834730945
9,LINE,5,7,0.32999923896503036,0.34309491894804633,0.33853231651402715,0.840745162654428,0.3902460558494972,0.26338344959106114,0.32999923896503036,0.4244518569135265,0.4200602612815756,0.39843224858631504,0.40476477162833946,0.42445185691352655,0.4244518569135266,0.42445185691352655,0.29176619123245373,0.3008946818353482,0.7544764206163638,6.8739367435517815,0.6813658527056549,0.48915578980499813,423.9548352912085
