Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
0,1.0,0.0,0.0,169.61890552062778
1,1.0,-10.912340644102356,0.0,82.60967579800787
2,0.837390653917374,-14.94647269519379,0.20014980107937838,18.55416068886418
3,0.8164611443949616,-18.415049213037452,0.2406487718752248,57.59078742131346
4,0.8313042082931229,-19.685584921090665,0.23768089536096684,1.0000000000137637
5,0.7627621287720364,-22.984390487889993,0.33308394467709895,1.0000000000408644
6,0.721777244985668,-26.019223406482627,0.44461664284450236,240.17655033279678
7,0.6689358214646602,-27.250773391353853,0.5389937136720525,469.56531885519775
8,0.8410157766382644,-30.11864749365175,0.21942298296122717,0.0
9,0.8864889465290383,-33.327443929953574,0.16752370299470967,83517284300027.27
10,0.8410157766382644,-30.11864749365175,0.21942298296122717,0.0
11,0.8738698324970471,-19.959261757473083,0.21418669963190773,394287918081041.9
12,1.0000000000000002,-2.860974627351178,0.0,0.0
13,0.8252602681080125,-25.564485264406922,0.3071175130460229,1050077880745699.1
14,0.8494957644884842,-26.255615389986808,0.2404593884473888,663396456866416.5
15,0.8281069926883893,-27.742750637993414,0.26615226315062784,320504598283422.25
16,0.836548516962464,-33.29023538014337,0.24743613689767657,0.0
17,0.7716430902270256,-34.29477326578881,0.38849065730773996,557705136855039.0
18,0.7546983755343273,-37.8740907780714,0.4321330416310058,1978608378133915.8
19,0.7816461609881583,-37.055950979350975,0.3709955733461503,188742480897667.28
20,0.958537012716883,-34.82181489047369,0.05444441532067386,564760972219834.5
21,1.0,-34.57590564250091,0.0,2313001284102103.5
22,1.0,-24.368840932847657,0.0,0.0
23,0.934457195233161,-30.052625946268872,0.07583697488833602,1558.7289038460738
24,0.939543453762868,-24.165402611495786,0.06755894971806002,30.702946446160087
25,0.834518602194232,-26.90296244511942,0.2117055942039201,0.0
26,1.0000000000000002,-19.23049830044815,0.0,0.0
27,0.770035153111194,-23.800707616725283,0.3244408052548978,0.999999999999596
28,0.8621485768101969,-26.57599038970405,0.2111957724588644,770300011855966.9
29,0.7829374257717165,-32.939382512605064,0.3868253410083554,3924281675247606.5
