Bus_ID,V_pu,Angle_deg,L_index,VCPI_bus
0,1.0,0.0,0.0,159.9697733397344
1,1.0,-10.266025938618789,0.0,76.125042059741
2,0.8496044883546908,-14.08414977487727,0.18629725307254255,17.419020058461484
3,0.8300173690755249,-17.2988903598996,0.2234407278329646,53.915374097536905
4,0.8436762459290711,-18.534722535559464,0.22058734303872668,1.0000073272375096
5,0.7800100425992642,-21.52250367788677,0.3066908410365685,1.0000167960534223
6,0.7412660701052268,-24.359294720456774,0.4077715508687107,220.33252834730945
7,0.692496031271323,-25.41361389569045,0.48915578980499813,423.9548352912085
8,0.8518336829426773,-28.070505424559077,0.20505808766166067,0.0
9,0.8933367154623397,-31.06014319390643,0.15805179981230288,79588820473169.61
10,0.8518336829426773,-28.070505424559077,0.20505808766166064,0.0
11,0.8821822677438795,-18.49696524201402,0.20213079013051122,374412051152590.4
12,0.9999999999999999,-2.1265248296785324,0.0,0.0
13,0.8355460203659738,-23.765725030909124,0.28926887642799676,991338870616897.4
14,0.8585116057446732,-24.370788894126907,0.22692886035021198,628583183600796.8
15,0.838514236592939,-25.82828811824469,0.2505769951858842,302514209634071.3
16,0.8459294195372988,-31.036867941869723,0.2331494451854776,0.0
17,0.7848282160834292,-31.960569652325074,0.36378724151134617,521732486760132.25
18,0.7686145707301941,-35.31970629994743,0.4038555111237798,1846073170128154.0
19,0.7941142565040821,-34.56279401728954,0.34751864127090515,176963460030106.78
20,0.9606234006992844,-32.424537561276644,0.05194452810331163,544171354126715.75
21,1.0,-32.16709869983426,0.0,2191898367809515.8
22,1.0000000000000002,-22.395166454563785,0.0,0.0
23,0.9370690692845728,-27.860524161331448,0.07293071290791761,1500.0270997319697
24,0.9422049673108991,-22.278560621683077,0.06479505499311623,67980115.44004187
25,0.8414494152643355,-24.89848491698292,0.2016669472563863,0.0
26,1.0,-17.56687752537605,0.0,0.0
27,0.7869146215363102,-22.213260162847043,0.29873795516543294,0.9999997989510938
28,0.8690315929458963,-24.61672652702751,0.2002788193136607,733689946504067.0
29,0.7938754635051452,-30.64005248344529,0.36429334496537696,3693762981641445.5
